,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
1160,adiake,20,CI,1579480683,83,82.4,5.29,-3.3,3.36
1161,todos santos,5,MX,1579480683,47,77.0,23.45,-110.22,12.75
1162,shihezi,81,CN,1579480683,91,3.42,44.3,86.03,1.16
1163,savinka,70,RU,1579480683,93,24.01,50.08,47.1,9.89
1164,nha trang,20,VN,1579480432,73,73.4,12.25,109.18,5.82
1165,bah,0,IN,1579480683,69,46.72,26.87,78.6,4.61
1166,santa cruz del sur,0,CU,1579480683,74,79.07,20.71,-78.0,6.93
1167,te anau,61,NZ,1579480684,92,58.21,-45.42,167.72,2.82
1168,auray,0,FR,1579480684,93,43.0,47.67,-2.99,10.29
1169,khuzhir,53,RU,1579480684,84,8.62,53.19,107.34,6.85
1170,atar,0,MR,1579480684,22,61.3,20.52,-13.05,6.91
1171,coahuayana,75,MX,1579480684,69,80.6,18.73,-103.68,11.41
1172,kokkola,90,FI,1579480684,92,30.0,63.83,23.08,8.05
1173,sola,78,VU,1579480684,75,82.78,-13.88,167.55,11.68
1174,antofagasta,40,CL,1579480439,78,72.0,-23.65,-70.4,4.7
1175,kutoarjo,92,ID,1579480684,87,73.26,-7.72,109.91,0.16
1176,inhambupe,14,BR,1579480684,88,71.6,-11.78,-38.35,5.86
1177,teya,100,RU,1579480684,87,-7.42,60.38,92.63,10.33
1178,liaoyang,0,CN,1579480445,77,1.4,41.27,123.17,4.47
1179,nova olinda do norte,100,BR,1579480635,91,77.31,-3.89,-59.09,0.31
1180,khandbari,3,NP,1579480635,53,28.9,27.37,87.2,3.8
1181,touros,20,BR,1579480635,83,78.8,-5.2,-35.46,5.82
1182,bredasdorp,100,ZA,1579480635,88,64.4,-34.53,20.04,17.22
1183,mackenzie,90,CA,1579480635,85,12.2,55.3,-123.17,5.26
1184,sorong,21,ID,1579480635,67,82.4,-0.88,131.25,6.53
1185,cape town,75,ZA,1579480431,82,66.99,-33.93,18.42,18.34
1186,sorland,100,NO,1579480635,93,44.42,67.67,12.69,39.57
1187,rikitea,100,PF,1579480635,78,78.24,-23.12,-134.97,9.86
1188,the valley,40,AI,1579480457,83,75.2,18.22,-63.06,14.99
1189,coruripe,31,BR,1579480635,76,79.88,-10.13,-36.18,11.14
1190,aykhal,52,RU,1579480385,82,-16.6,66.0,111.5,6.71
1191,vaini,23,TO,1579480635,75,77.52,-21.2,-175.2,16.42
1192,allahabad,0,IN,1579480636,75,48.94,25.45,81.85,5.37
1193,punta arenas,11,CL,1579480349,57,51.8,-53.15,-70.92,28.86
1194,tuktoyaktuk,5,CA,1579480636,74,-22.0,69.45,-133.04,5.82
1195,albany,90,US,1579480502,53,27.0,42.6,-73.97,24.16
1196,port alfred,99,ZA,1579480636,77,66.99,-33.59,26.89,8.01
1197,yellowknife,90,CA,1579480636,83,-9.4,62.46,-114.35,12.75
1198,tiksi,100,RU,1579480636,83,-5.87,71.69,128.87,9.73
1199,bluff,98,NZ,1579480630,93,59.0,-46.6,168.33,5.99
1200,mataura,97,NZ,1579480629,93,59.0,-46.19,168.86,5.99
1201,ushuaia,75,AR,1579480636,81,46.4,-54.8,-68.3,29.97
1202,hofn,30,IS,1579480636,84,43.43,64.25,-15.21,38.59
1203,busselton,0,AU,1579480633,32,79.0,-33.65,115.33,7.58
1204,port elizabeth,75,ZA,1579480637,68,66.2,-33.92,25.57,20.8
1205,college,1,US,1579480428,74,-22.0,64.86,-147.8,0.98
1206,victoria,40,HK,1579480637,67,62.01,22.29,114.16,6.93
1207,imeni poliny osipenko,100,RU,1579480637,99,-12.95,52.42,136.49,2.17
1208,kaspiyskiy,98,RU,1579480637,70,31.77,45.39,47.37,1.99
1209,lebu,0,CL,1579480637,68,58.42,-37.62,-73.65,9.82
1210,fairbanks,1,US,1579480406,74,-23.8,64.84,-147.72,1.43
1211,nikolskoye,90,RU,1579480637,93,35.6,59.7,30.79,8.95
1212,cherskiy,100,RU,1579480637,97,-24.21,68.75,161.3,6.35
1213,goderich,79,CA,1579480637,81,26.01,43.75,-81.72,8.77
1214,georgetown,20,MY,1579480567,88,78.8,5.41,100.34,3.36
1215,bethel,1,US,1579480635,74,36.0,41.37,-73.41,8.05
1216,najran,0,SA,1579480637,28,57.2,17.49,44.13,1.45
1217,flinders,75,AU,1579480637,61,80.01,-34.58,150.86,11.41
1218,codrington,100,AU,1579480638,88,60.06,-38.27,141.97,24.16
1219,mvuma,100,ZW,1579480638,95,64.65,-19.28,30.53,13.8
1220,jamestown,90,US,1579480580,78,23.0,42.1,-79.24,13.87
1221,bundaberg,40,AU,1579480638,62,89.01,-24.85,152.35,17.22
1222,upernavik,82,GL,1579480638,84,-13.11,72.79,-56.15,10.29
1223,chuy,17,UY,1579480638,86,71.74,-33.7,-53.46,9.4
1224,tizimin,76,MX,1579480638,76,73.47,21.15,-88.15,5.08
1225,narsaq,60,GL,1579480638,36,12.2,60.92,-46.05,5.82
1226,nizwa,0,OM,1579480638,66,54.27,22.93,57.53,0.2
1227,qaanaaq,0,GL,1579480638,49,-18.49,77.48,-69.36,7.09
1228,carnarvon,0,AU,1579480638,69,78.8,-24.87,113.63,21.92
1229,lillooet,90,CA,1579480638,93,37.4,50.69,-121.94,3.36
1230,siayan,13,PH,1579480639,81,80.02,8.27,123.1,17.38
1231,benjamin constant,75,BR,1579480639,100,77.0,-4.38,-70.03,2.15
1232,tulun,100,RU,1579480639,88,0.16,54.56,100.58,2.35
1233,vrangel,6,RU,1579480639,69,25.88,42.73,133.08,18.16
1234,hopelchen,5,MX,1579480639,78,77.0,19.77,-89.85,11.41
1235,atuona,17,PF,1579480639,76,80.92,-9.8,-139.03,13.04
1236,palmer,20,US,1579480639,50,33.8,42.16,-72.33,19.46
1237,cabo san lucas,5,MX,1579480639,64,77.0,22.89,-109.91,8.25
1238,kaniama,100,CD,1579480639,91,63.88,-7.57,24.18,1.5
1239,hermanus,100,ZA,1579480639,99,66.0,-34.42,19.23,11.01
1240,butaritari,36,KI,1579480639,75,84.97,3.07,172.79,8.48
1241,poum,1,NC,1579480639,78,78.96,-20.23,164.02,16.02
1242,dikson,87,RU,1579480639,94,-24.83,73.51,80.55,8.37
1243,fort nelson,20,CA,1579480639,69,-11.2,58.81,-122.7,2.24
1244,constitucion,76,CL,1579480640,87,56.48,-35.33,-72.42,3.27
1245,lawton,1,US,1579480640,33,48.2,34.61,-98.39,3.36
1246,hobart,75,AU,1579480397,59,64.99,-42.88,147.33,10.29
1247,mahebourg,75,MU,1579480640,88,80.6,-20.41,57.7,2.24
1248,vaitape,100,PF,1579480640,78,81.48,-16.52,-151.75,11.43
1249,sipoo,75,FI,1579480640,80,39.2,60.38,25.27,12.75
1250,yumen,0,CN,1579480641,84,11.14,40.28,97.2,7.58
1251,mar del plata,0,AR,1579480641,47,80.01,-38.0,-57.56,9.17
1252,aklavik,5,CA,1579480641,75,-18.4,68.22,-135.01,4.7
1253,kapaa,40,US,1579480635,57,78.8,22.08,-159.32,16.11
1254,asau,90,RO,1579480641,74,33.8,46.43,26.4,6.93
1255,hilo,75,US,1579480641,61,78.8,19.73,-155.09,10.29
1256,aqtobe,90,KZ,1579480641,86,28.4,50.28,57.21,11.18
1257,veraval,0,IN,1579480641,47,60.39,20.9,70.37,13.69
1258,alofi,100,NU,1579480642,79,84.2,-19.06,-169.92,8.05
1259,hervey bay,40,AU,1579480642,62,89.01,-25.3,152.85,17.22
1260,port hedland,47,AU,1579480642,79,84.2,-20.32,118.57,9.17
1261,santa barbara,90,US,1579480642,45,68.0,34.42,-119.7,3.09
1262,saint george,1,US,1579480642,28,55.99,37.1,-113.58,1.74
1263,genhe,98,CN,1579480642,99,-14.4,50.78,121.52,2.82
1264,yining,0,CN,1579480642,87,38.41,29.04,114.56,0.81
1265,bambous virieux,75,MU,1579480642,88,80.6,-20.34,57.76,2.24
1266,townsville,40,AU,1579480642,59,93.2,-19.25,146.8,9.17
1267,egersund,99,NO,1579480642,93,45.0,58.45,6.0,5.82
1268,tasiilaq,100,GL,1579480643,92,26.6,65.61,-37.64,13.87
1269,lagoa,94,PT,1579480643,77,63.5,39.05,-27.98,24.61
1270,inuvik,5,CA,1579480643,75,-18.4,68.35,-133.72,4.7
1271,iqaluit,20,CA,1579480643,69,-9.0,63.75,-68.51,6.93
1272,mayo,1,US,1579480589,62,34.0,38.89,-76.51,16.11
1273,bathsheba,40,BB,1579480643,74,78.8,13.22,-59.52,18.34
1274,sao felix do xingu,25,BR,1579480643,82,75.85,-6.64,-51.99,2.08
1275,kodiak,1,US,1579480643,78,32.0,57.79,-152.41,14.99
1276,kavieng,59,PG,1579480640,73,84.29,-2.57,150.8,19.17
1277,mut,60,TR,1579480643,60,34.77,36.64,33.44,5.91
1278,griffith,40,US,1579480644,78,21.0,41.53,-87.42,11.41
1279,puerto ayora,75,EC,1579480644,74,80.6,-0.74,-90.35,14.99
1280,nanakuli,75,US,1579480418,64,82.4,21.39,-158.15,11.41
1281,santa isabel,75,BR,1579480455,88,69.8,-23.32,-46.22,8.05
1282,beringovskiy,90,RU,1579480644,100,0.34,63.05,179.32,11.88
1283,guiratinga,90,BR,1579480644,83,76.73,-16.35,-53.76,2.08
1284,edd,1,ER,1579480644,77,73.22,13.93,41.69,3.42
1285,avera,1,US,1579480634,36,48.2,33.19,-82.53,11.41
1286,velsk,100,RU,1579480644,98,33.12,61.07,42.1,5.28
1287,lavrentiya,100,RU,1579480644,95,9.12,65.58,-171.0,9.51
1288,gat,40,IL,1579480644,87,53.6,31.61,34.76,10.29
1289,severo-kurilsk,1,RU,1579480644,83,17.02,50.68,156.12,4.23
1290,avarua,100,CK,1579480644,88,80.6,-21.21,-159.78,10.29
1291,pevek,100,RU,1579480645,95,-0.22,69.7,170.31,15.17
1292,miragoane,0,HT,1579480645,69,79.88,18.44,-73.09,8.34
1293,brezova pod bradlom,100,SK,1579480645,98,37.4,48.66,17.54,6.93
1294,rehoboth,0,NA,1579480645,27,64.42,-23.32,17.08,11.03
1295,darhan,30,MN,1579480645,79,-4.83,49.49,105.92,7.58
1296,saskylakh,93,RU,1579480645,99,-27.92,71.92,114.08,2.75
1297,requena,75,ES,1579480645,61,48.2,39.49,-1.1,21.92
1298,acari,99,PE,1579480645,93,66.43,-15.43,-74.62,4.65
1299,antsohihy,100,MG,1579480645,96,74.23,-14.88,47.99,4.34
1300,hammerfest,75,NO,1579480645,97,33.8,70.66,23.68,25.28
1301,tetiyiv,0,UA,1579480645,87,26.85,49.38,29.66,5.19
1302,atasu,64,KZ,1579480646,90,8.76,48.68,71.64,6.46
1303,majene,89,ID,1579480433,76,80.44,-3.54,118.97,3.31
1304,biltine,0,TD,1579480646,22,63.07,14.53,20.92,17.16
1305,havre-saint-pierre,90,CA,1579480646,77,6.8,50.23,-63.6,13.87
1306,khatanga,100,RU,1579480646,97,-22.02,71.97,102.5,4.43
1307,lisakovsk,28,KZ,1579480646,94,9.86,52.54,62.49,9.66
1308,richards bay,89,ZA,1579480646,75,72.81,-28.78,32.04,27.83
1309,point pleasant,90,US,1579480646,50,36.0,40.08,-74.07,13.87
1310,guangshui,31,CN,1579480646,70,38.86,31.62,114.0,1.74
1311,zhigansk,98,RU,1579480646,97,-15.88,66.77,123.37,11.39
1312,lucea,20,JM,1579480646,74,80.6,18.45,-78.17,12.75
1313,quatre cocos,75,MU,1579480646,88,80.6,-20.21,57.76,2.24
1314,rapar,7,IN,1579480647,50,59.07,23.57,70.63,10.51
1315,mount isa,88,AU,1579480640,31,89.6,-20.73,139.5,16.11
1316,salta,75,AR,1579480457,73,80.6,-24.79,-65.41,3.36
1317,maceio,20,BR,1579480647,88,75.2,-9.67,-35.74,2.24
1318,ambanja,100,MG,1579480647,88,77.72,-13.68,48.45,0.36
1319,saint-philippe,93,RE,1579480647,83,78.8,-21.36,55.77,4.7
1320,ancud,0,CL,1579480647,63,60.8,-41.87,-73.82,13.87
1321,chimbote,7,PE,1579480647,74,72.09,-9.09,-78.58,6.55
1322,namie,75,JP,1579480647,100,48.0,37.48,141.0,9.17
1323,khani,0,GE,1579480647,64,37.4,41.96,42.96,12.75
1324,jimma,7,ET,1579480647,69,59.16,7.67,36.83,1.1
1325,kharp,85,RU,1579480647,95,9.03,66.8,65.81,10.49
1326,sarishabari,85,BD,1579480648,71,62.87,24.73,89.83,7.18
1327,fortuna,20,US,1579480631,81,54.0,40.6,-124.16,3.38
1328,perth,0,AU,1579480504,46,77.0,-31.93,115.83,2.24
1329,vao,0,NC,1579480648,65,76.28,-22.67,167.48,13.35
1330,nyuksenitsa,100,RU,1579480648,98,32.65,60.41,44.24,7.27
1331,forest grove,1,US,1579480360,66,54.0,45.52,-123.11,5.82
1332,naftalan,90,AZ,1579480648,93,35.6,40.51,46.83,4.7
1333,shahrud,100,IR,1579480648,69,29.57,36.42,54.98,4.76
1334,kahului,40,US,1579480635,78,73.4,20.89,-156.47,6.93
1335,north bend,1,US,1579480648,81,55.0,43.41,-124.22,5.82
1336,longyearbyen,100,SJ,1579480648,97,16.79,78.22,15.64,4.72
1337,thompson,20,CA,1579480648,77,-2.2,55.74,-97.86,10.29
1338,kijang,73,KR,1579480490,69,35.6,35.24,129.21,1.12
1339,torbay,90,CA,1579480514,92,25.0,47.67,-52.73,16.11
1340,san patricio,40,MX,1579480649,70,86.0,19.22,-104.7,11.41
1341,ahipara,5,NZ,1579480649,85,67.23,-35.17,173.17,14.54
1342,prachuap khiri khan,21,TH,1579480649,88,76.77,11.82,99.78,4.29
1343,shepsi,0,RU,1579480649,62,43.83,44.04,39.15,8.01
1344,pokosnoye,96,RU,1579480649,87,1.44,55.53,101.05,7.2
1345,xuddur,39,SO,1579480649,75,70.18,4.12,43.89,13.73
1346,cabedelo,100,BR,1579480649,78,78.8,-6.98,-34.83,9.17
1347,saldanha,93,ZA,1579480649,68,68.0,-33.01,17.94,8.05
1348,elko,1,US,1579480649,47,37.4,41.0,-115.5,9.17
1349,anadyr,66,RU,1579480649,75,-16.01,64.75,177.48,6.71
1350,husavik,90,IS,1579480649,69,39.2,66.04,-17.34,36.91
1351,luderitz,0,NA,1579480649,88,62.6,-26.65,15.16,5.82
1352,hithadhoo,76,MV,1579480650,73,83.12,-0.6,73.08,9.8
1353,talen,0,IN,1579480650,63,49.51,23.57,76.72,5.14
1354,houma,1,US,1579480448,39,53.6,29.6,-90.72,11.41
1355,barrow,90,US,1579480634,84,3.2,71.29,-156.79,9.17
1356,phan thiet,0,VN,1579480650,76,68.14,10.93,108.1,2.44
1357,gawler,75,AU,1579480650,93,66.0,-34.6,138.73,17.22
1358,kohima,34,IN,1579480650,96,43.34,25.67,94.12,0.29
1359,kenai,1,US,1579480650,65,5.0,60.55,-151.26,4.7
1360,honningsvag,100,NO,1579480650,94,34.52,70.98,25.97,19.95
1361,kananga,100,CD,1579480650,86,67.87,-5.9,22.42,1.39
1362,cidreira,40,BR,1579480650,81,75.2,-30.18,-50.21,28.25
1363,vilhena,57,BR,1579480650,94,73.4,-12.74,-60.15,6.93
1364,columbus,90,US,1579480553,85,16.0,39.96,-83.0,9.17
1365,anjiang,100,CN,1579480651,82,42.73,27.32,110.1,2.21
1366,dillon,1,US,1579480651,57,53.6,34.42,-79.37,5.82
1367,pa sang,0,TH,1579480651,87,75.0,18.53,98.94,0.47
1368,namibe,29,AO,1579480651,86,74.66,-15.2,12.15,8.28
1369,peabiru,48,BR,1579480651,69,80.01,-23.91,-52.34,2.24
1370,galle,84,LK,1579480651,84,79.45,6.04,80.22,11.77
1371,elat,0,IL,1579480651,58,53.6,29.56,34.95,5.32
1372,gravdal,100,NO,1579480651,93,40.89,68.12,13.5,46.48
1373,ribeira grande,96,PT,1579480651,83,59.4,38.52,-28.7,16.37
1374,klaksvik,100,FO,1579480651,93,48.2,62.23,-6.59,8.05
1375,east london,100,ZA,1579480651,74,67.15,-33.02,27.91,17.45
1376,agadez,0,NE,1579480646,37,52.27,19.75,10.25,3.36
1377,saint-francois,14,FR,1579480651,86,37.0,46.42,3.91,6.93
1378,port-gentil,2,GA,1579480652,74,81.93,-0.72,8.78,5.61
1379,calamar,29,CO,1579480652,74,80.6,10.25,-74.91,6.93
1380,foumban,56,CM,1579480652,52,68.74,5.73,10.9,4.43
1381,airai,10,TL,1579480652,58,75.94,-8.93,125.41,2.71
1382,sambava,100,MG,1579480652,98,73.74,-14.27,50.17,1.57
1383,nelson bay,71,AU,1579480652,69,91.0,-32.72,152.15,11.41
1384,kirakira,29,SB,1579480652,68,83.16,-10.45,161.92,5.68
1385,bonthe,57,SL,1579480652,84,77.85,7.53,-12.51,6.85
1386,garissa,42,KE,1579480652,78,76.44,-0.45,39.64,9.24
1387,severodvinsk,90,RU,1579480652,92,6.8,64.56,39.83,6.71
1388,huadian,100,CN,1579480652,95,8.89,42.96,126.75,0.89
1389,new norfolk,75,AU,1579480652,59,64.99,-42.78,147.06,10.29
1390,bandarbeyla,29,SO,1579480652,75,76.26,9.49,50.81,17.76
1391,carauari,85,BR,1579480653,94,75.56,-4.88,-66.9,1.95
1392,mehamn,100,NO,1579480641,94,28.92,71.04,27.85,21.07
1393,laguna,20,US,1579480653,81,50.0,38.42,-121.42,3.36
1394,mount gambier,100,AU,1579480653,82,60.8,-37.83,140.77,20.8
1395,galesong,20,ID,1579480653,88,82.4,-5.32,119.37,4.7
1396,maragogi,73,BR,1579480363,75,81.01,-9.01,-35.22,11.45
1397,rio grande,32,BR,1579480653,85,73.58,-32.03,-52.1,18.77
1398,jacmel,0,HT,1579480653,61,82.4,18.23,-72.53,16.11
1399,arlit,0,NE,1579480494,22,61.12,18.74,7.39,7.54
1400,sawtell,75,AU,1579480653,69,84.0,-30.38,153.1,11.41
1401,saint-augustin,100,CA,1579480653,85,9.07,51.23,-58.65,10.04
1402,yenagoa,7,NG,1579480653,79,76.42,4.92,6.26,2.68
1403,amapa,67,BR,1579480654,98,73.29,1.0,-52.0,3.4
1404,belmonte,7,BR,1579480654,83,78.8,-15.86,-38.88,3.36
1405,itoman,75,JP,1579480654,67,62.6,26.12,127.67,4.7
1406,tual,37,ID,1579480654,81,82.74,-5.67,132.75,16.78
1407,ugoofaaru,88,MV,1579480654,78,82.42,5.67,73.0,16.22
1408,pisco,75,PE,1579480654,78,73.4,-13.7,-76.22,16.11
1409,brae,100,GB,1579480654,93,48.2,60.4,-1.35,35.57
1410,shingu,40,JP,1579480654,57,48.2,33.73,135.98,11.41
1411,tuatapere,82,NZ,1579480655,93,59.0,-46.13,167.68,5.99
1412,camacha,40,PT,1579480655,72,60.8,33.08,-16.33,10.29
1413,ballina,75,AU,1579480655,70,90.0,-28.87,153.57,8.05
1414,korla,1,CN,1579480391,90,15.01,41.76,86.15,1.99
1415,vanimo,92,PG,1579480655,79,82.13,-2.67,141.3,15.5
1416,saint anthony,90,US,1579480655,78,12.2,45.02,-93.22,6.93
1417,ukiah,1,US,1579480655,62,54.0,39.15,-123.21,4.0
1418,port macquarie,100,AU,1579480655,69,88.0,-31.43,152.92,4.7
1419,zhytomyr,0,UA,1579480655,87,26.02,50.26,28.68,5.26
1420,namatanai,87,PG,1579480655,91,77.97,-3.67,152.43,10.02
1421,ostrovnoy,2,RU,1579480655,83,4.24,68.05,39.51,13.56
1422,hami,1,CN,1579480656,53,15.55,42.8,93.45,5.3
1423,charters towers,3,AU,1579480656,44,93.22,-20.1,146.27,10.49
1424,maniitsoq,99,GL,1579480656,86,12.88,65.42,-52.9,13.09
1425,stornoway,100,GB,1579480656,87,50.0,58.21,-6.39,17.22
1426,acapulco,20,MX,1579480637,74,84.2,16.86,-99.89,8.05
1427,dingle,71,PH,1579480639,90,75.43,11.0,122.67,11.68
1428,baykit,100,RU,1579480656,98,-3.44,61.67,96.37,2.77
1429,sao filipe,0,CV,1579480656,78,70.38,14.9,-24.5,8.77
1430,pozo colorado,48,PY,1579480656,54,87.62,-23.49,-58.8,4.16
1431,lerwick,100,GB,1579480656,93,48.2,60.15,-1.15,34.45
1432,boddam,98,GB,1579480656,92,46.99,57.47,-1.78,2.24
1433,deputatskiy,0,RU,1579480641,82,-24.12,69.3,139.9,4.0
1434,oriximina,68,BR,1579480657,73,81.86,-1.77,-55.87,3.02
1435,hualmay,41,PE,1579480657,79,70.84,-11.1,-77.61,6.13
1436,novoshcherbinovskaya,0,RU,1579480657,75,30.04,46.48,38.65,7.99
1437,borovoy,90,RU,1579480657,84,-0.4,55.43,86.08,8.95
1438,roald,75,NO,1579480657,81,46.99,62.58,6.13,23.04
1439,qaqortoq,88,GL,1579480657,36,12.2,60.72,-46.03,5.82
1440,iracoubo,50,GF,1579480657,81,79.14,5.48,-53.2,19.3
1441,yamethin,81,MM,1579480657,45,60.67,20.43,96.15,4.72
1442,provideniya,90,RU,1579480657,92,19.4,64.38,-173.3,13.42
1443,sinop,17,TR,1579480657,70,40.19,41.77,34.87,8.5
1444,suba,59,PH,1579480657,80,80.53,10.84,121.01,27.76
1445,minab,40,IR,1579480657,87,55.4,27.15,57.08,4.7
1446,yulara,35,AU,1579480633,23,84.2,-25.24,130.99,18.34
1447,mamontovo,82,RU,1579480658,100,-7.92,52.71,81.62,7.02
1448,norman wells,20,CA,1579480644,76,-11.2,65.28,-126.83,2.86
1449,afsin,100,TR,1579480658,97,19.72,38.25,36.91,3.56
1450,souillac,75,MU,1579480658,88,80.6,-20.52,57.52,2.24
1451,lakselv,100,NO,1579480658,78,26.6,70.05,24.97,26.4
1452,petropavlovsk-kamchatskiy,0,RU,1579480658,70,1.4,53.05,158.65,6.71
1453,rivera,2,UY,1579480658,50,78.28,-30.91,-55.55,5.97
1454,naze,75,JP,1579480631,63,60.8,28.37,129.48,5.82
1455,faanui,98,PF,1579480658,78,81.52,-16.48,-151.75,11.52
1456,vanavara,100,RU,1579480658,95,2.03,60.34,102.28,9.82
1457,broken hill,75,AU,1579480658,52,69.8,-31.95,141.43,19.46
1458,kyzyl-suu,100,KG,1579480658,59,21.74,42.34,78.0,5.68
1459,bobcaygeon,1,CA,1579480658,78,12.99,44.55,-78.54,9.17
1460,caravelas,21,BR,1579480659,80,80.11,-17.71,-39.25,8.1
1461,emerald,40,AU,1579480659,58,87.01,-23.53,148.17,13.87
1462,new waterford,90,US,1579480659,78,17.01,40.85,-80.61,10.29
1463,mancora,50,PE,1579480659,100,62.6,-4.11,-81.05,13.87
1464,pringsewu,62,ID,1579480659,94,74.05,-5.36,104.97,1.97
1465,chokurdakh,100,RU,1579480659,97,-25.24,70.63,147.92,3.18
1466,plastun,18,RU,1579480659,70,12.16,44.76,136.29,6.82
1467,nanortalik,100,GL,1579480659,70,24.84,60.14,-45.24,32.19
1468,sobolevo,50,RU,1579480659,89,31.95,54.43,31.9,9.24
1469,porto santo,40,PT,1579480659,72,60.8,33.07,-16.34,10.29
1470,lompoc,90,US,1579480659,71,63.0,34.64,-120.46,6.93
1471,christchurch,64,NZ,1579480526,68,71.01,-43.53,172.63,10.29
1472,kashi,20,CN,1579480660,67,19.4,39.45,75.98,8.95
1473,tecoanapa,37,MX,1579480660,60,84.42,16.52,-98.75,4.34
1474,kampot,40,KH,1579480660,78,78.8,10.62,104.18,3.36
1475,sao miguel do araguaia,36,BR,1579480660,69,79.16,-13.28,-50.16,1.5
1476,kurilsk,100,RU,1579480660,75,25.21,45.23,147.88,7.43
1477,uray,0,RU,1579480660,87,-6.09,60.12,64.78,2.06
1478,yar-sale,88,RU,1579480660,97,0.73,66.83,70.83,7.36
1479,pangnirtung,96,CA,1579480660,90,-17.3,66.15,-65.71,2.93
1480,xinqing,100,CN,1579480660,98,-2.74,48.23,129.5,1.16
1481,kilindoni,100,TZ,1579480660,80,82.76,-7.91,39.67,17.34
1482,necochea,0,AR,1579480660,68,75.0,-38.55,-58.74,4.0
1483,gladstone,30,AU,1579480660,55,89.6,-23.85,151.25,12.75
1484,araouane,0,ML,1579480661,17,62.89,18.9,-3.53,5.95
1485,ixtapa,40,MX,1579480636,83,79.0,20.7,-105.2,9.17
1486,lexington,90,US,1579480611,73,23.0,37.99,-84.48,12.75
1487,ranong,0,TH,1579480661,65,82.4,9.97,98.63,5.82
1488,kjollefjord,100,NO,1579480661,96,29.86,70.95,27.35,19.48
1489,coihueco,83,CL,1579480661,44,78.8,-36.62,-71.83,10.29
1490,izhmorskiy,100,RU,1579480661,96,-3.77,56.19,86.64,6.98
1491,pirai do sul,29,BR,1579480661,99,69.01,-24.53,-49.95,4.0
1492,paamiut,100,GL,1579480633,90,14.5,61.99,-49.67,12.5
1493,creel,0,MX,1579480661,46,57.42,27.75,-107.63,4.7
1494,ippy,100,CF,1579480661,25,72.72,6.27,21.22,7.11
1495,arraial do cabo,75,BR,1579480661,69,77.0,-22.97,-42.03,8.05
1496,mehriz,20,IR,1579480661,81,35.6,31.59,54.43,6.93
1497,puerto maldonado,20,PE,1579480661,100,33.8,-12.6,-69.18,5.82
1498,mirabad,100,AF,1579480662,56,48.33,30.44,61.84,2.8
1499,westport,1,US,1579480646,51,37.0,41.14,-73.36,9.17
1500,vostok,100,RU,1579480662,95,4.95,46.49,135.88,2.37
1501,comodoro rivadavia,20,AR,1579480540,45,82.4,-45.87,-67.5,12.5
1502,huilong,0,CN,1579480662,75,46.0,31.81,121.66,3.6
1503,oparino,100,RU,1579480662,97,32.25,59.85,48.28,8.97
1504,panzhihua,0,CN,1579480662,72,36.77,26.59,101.71,1.25
1505,harper,42,LR,1579480662,91,77.05,4.38,-7.72,2.37
1506,vysokogornyy,91,RU,1579480662,99,-4.61,50.12,139.15,1.25
1507,hasaki,20,JP,1579480633,80,43.0,35.73,140.83,3.36
1508,bengkulu,89,ID,1579480662,90,73.94,-3.8,102.27,3.47
1509,bereznik,97,RU,1579480662,96,19.49,62.86,42.71,3.76
1510,ogaminana,23,NG,1579480663,28,74.66,7.59,6.22,2.24
1511,oltina,90,RO,1579480663,86,35.01,44.17,27.67,6.93
1512,shigony,93,RU,1579480663,93,24.51,53.39,48.68,7.31
1513,miles city,1,US,1579480663,66,14.0,46.41,-105.84,6.93
1514,viedma,0,AR,1579480576,46,67.37,-40.81,-63.0,12.48
1515,omboue,67,GA,1579480663,88,75.99,-1.57,9.26,1.32
1516,marovoay,20,MG,1579480663,94,78.8,-16.1,46.63,9.17
1517,oranjemund,0,NA,1579480663,84,62.87,-28.55,16.43,7.45
1518,hobyo,90,SO,1579480663,80,74.59,5.35,48.53,13.44
1519,havoysund,75,NO,1579480663,93,33.8,71.0,24.66,25.28
1520,nemuro,75,JP,1579480663,79,24.8,43.32,145.57,5.82
1521,rock sound,17,BS,1579480664,66,73.89,24.9,-76.2,7.02
1522,nador,75,MA,1579480615,71,53.6,35.17,-2.93,11.41
1523,isangel,88,VU,1579480664,81,75.96,-19.55,169.27,16.2
1524,alliance,90,US,1579480664,72,17.01,40.92,-81.11,4.7
1525,mullingar,50,IE,1579480664,86,39.2,53.53,-7.35,13.87
1526,kamaishi,75,JP,1579480664,100,33.8,39.27,141.88,1.12
1527,port augusta,75,AU,1579480664,68,68.0,-32.5,137.77,21.92
1528,kedrovyy,75,RU,1579480664,77,5.0,56.17,91.82,11.18
1529,lorengau,37,PG,1579480652,73,83.88,-2.02,147.27,18.57
1530,livingston,90,GB,1579480664,80,44.01,55.9,-3.52,14.99
1531,fort-shevchenko,100,KZ,1579480664,87,27.63,44.51,50.26,8.68
1532,castro,54,BR,1579480665,98,64.4,-24.79,-50.01,7.67
1533,ramat yishay,4,IL,1579480665,77,54.34,32.7,35.18,11.99
1534,verkhnetulomskiy,75,RU,1579480665,84,-0.4,68.61,31.8,2.24
1535,karlstad,94,SE,1579480665,100,30.0,59.38,13.5,4.7
1536,puerto quijarro,20,BO,1579480665,61,83.28,-17.78,-57.77,2.82
